,Transition_From,Transition_To,Rate,Year,Race,Sex,Age_Group
882,Low,Med,0.009999999776482584,3–8,Hispanic,Male,51+
883,Low,Med,0.009999999776482584,3–8,Other,Male,51+
884,Low,Med,0.009999999776482584,3–8,White,Female,51+
885,Low,Med,0.009999999776482584,3–8,Black,Female,51+
886,Low,Med,0.009999999776482584,3–8,Hispanic,Female,51+
887,Low,Med,0.009999999776482584,3–8,Other,Female,51+
888,Med,Med,0.4800605174126479,3–8,White,Male,18-35
889,Med,Med,0.4800605174126479,3–8,Black,Male,18-35
890,Med,Med,0.4800605174126479,3–8,Hispanic,Male,18-35
891,Med,Med,0.4800605174126479,3–8,Other,Male,18-35
892,Med,Med,0.4800605174126479,3–8,White,Female,18-35
893,Med,Med,0.4800605174126479,3–8,Black,Female,18-35
894,Med,Med,0.4800605174126479,3–8,Hispanic,Female,18-35
895,Med,Med,0.4800605174126479,3–8,Other,Female,18-35
896,Med,Med,0.4800605174126479,3–8,White,Male,36-50
897,Med,Med,0.4800605174126479,3–8,Black,Male,36-50
898,Med,Med,0.4800605174126479,3–8,Hispanic,Male,36-50
899,Med,Med,0.4800605174126479,3–8,Other,Male,36-50
900,Med,Med,0.4800605174126479,3–8,White,Female,36-50
901,Med,Med,0.4800605174126479,3–8,Black,Female,36-50
902,Med,Med,0.4800605174126479,3–8,Hispanic,Female,36-50
903,Med,Med,0.4800605174126479,3–8,Other,Female,36-50
904,Med,Med,0.4800605174126479,3–8,White,Male,51+
905,Med,Med,0.4800605174126479,3–8,Black,Male,51+
906,Med,Med,0.4800605174126479,3–8,Hispanic,Male,51+
907,Med,Med,0.4800605174126479,3–8,Other,Male,51+
908,Med,Med,0.4800605174126479,3–8,White,Female,51+
909,Med,Med,0.4800605174126479,3–8,Black,Female,51+
910,Med,Med,0.4800605174126479,3–8,Hispanic,Female,51+
911,Med,Med,0.4800605174126479,3–8,Other,Female,51+
912,High,Med,0.1467708908056896,3–8,White,Male,18-35
913,High,Med,0.1467708908056896,3–8,Black,Male,18-35
914,High,Med,0.1467708908056896,3–8,Hispanic,Male,18-35
915,High,Med,0.1467708908056896,3–8,Other,Male,18-35
916,High,Med,0.1467708908056896,3–8,White,Female,18-35
917,High,Med,0.1467708908056896,3–8,Black,Female,18-35
918,High,Med,0.1467708908056896,3–8,Hispanic,Female,18-35
919,High,Med,0.1467708908056896,3–8,Other,Female,18-35
920,High,Med,0.1467708908056896,3–8,White,Male,36-50
921,High,Med,0.1467708908056896,3–8,Black,Male,36-50
922,High,Med,0.1467708908056896,3–8,Hispanic,Male,36-50
923,High,Med,0.1467708908056896,3–8,Other,Male,36-50
924,High,Med,0.1467708908056896,3–8,White,Female,36-50
925,High,Med,0.1467708908056896,3–8,Black,Female,36-50
926,High,Med,0.1467708908056896,3–8,Hispanic,Female,36-50
927,High,Med,0.1467708908056896,3–8,Other,Female,36-50
928,High,Med,0.1467708908056896,3–8,White,Male,51+
929,High,Med,0.1467708908056896,3–8,Black,Male,51+
930,High,Med,0.1467708908056896,3–8,Hispanic,Male,51+
931,High,Med,0.1467708908056896,3–8,Other,Male,51+
932,High,Med,0.1467708908056896,3–8,White,Female,51+
933,High,Med,0.1467708908056896,3–8,Black,Female,51+
934,High,Med,0.1467708908056896,3–8,Hispanic,Female,51+
935,High,Med,0.1467708908056896,3–8,Other,Female,51+
936,Very High,Med,0.1302926437044877,3–8,White,Male,18-35
937,Very High,Med,0.1302926437044877,3–8,Black,Male,18-35
938,Very High,Med,0.1302926437044877,3–8,Hispanic,Male,18-35
939,Very High,Med,0.1302926437044877,3–8,Other,Male,18-35
940,Very High,Med,0.1302926437044877,3–8,White,Female,18-35
941,Very High,Med,0.1302926437044877,3–8,Black,Female,18-35
942,Very High,Med,0.1302926437044877,3–8,Hispanic,Female,18-35
943,Very High,Med,0.1302926437044877,3–8,Other,Female,18-35
944,Very High,Med,0.1302926437044877,3–8,White,Male,36-50
945,Very High,Med,0.1302926437044877,3–8,Black,Male,36-50
946,Very High,Med,0.1302926437044877,3–8,Hispanic,Male,36-50
947,Very High,Med,0.1302926437044877,3–8,Other,Male,36-50
948,Very High,Med,0.1302926437044877,3–8,White,Female,36-50
949,Very High,Med,0.1302926437044877,3–8,Black,Female,36-50
950,Very High,Med,0.1302926437044877,3–8,Hispanic,Female,36-50
951,Very High,Med,0.1302926437044877,3–8,Other,Female,36-50
952,Very High,Med,0.1302926437044877,3–8,White,Male,51+
953,Very High,Med,0.1302926437044877,3–8,Black,Male,51+
954,Very High,Med,0.1302926437044877,3–8,Hispanic,Male,51+
955,Very High,Med,0.1302926437044877,3–8,Other,Male,51+
956,Very High,Med,0.1302926437044877,3–8,White,Female,51+
957,Very High,Med,0.1302926437044877,3–8,Black,Female,51+
958,Very High,Med,0.1302926437044877,3–8,Hispanic,Female,51+
959,Very High,Med,0.1302926437044877,3–8,Other,Female,51+
960,Abs,High,0.0,3–8,White,Male,18-35
961,Abs,High,0.0,3–8,Black,Male,18-35
962,Abs,High,0.0,3–8,Hispanic,Male,18-35
963,Abs,High,0.0,3–8,Other,Male,18-35
964,Abs,High,0.0,3–8,White,Female,18-35
965,Abs,High,0.0,3–8,Black,Female,18-35
966,Abs,High,0.0,3–8,Hispanic,Female,18-35
967,Abs,High,0.0,3–8,Other,Female,18-35
968,Abs,High,0.0,3–8,White,Male,36-50
969,Abs,High,0.0,3–8,Black,Male,36-50
970,Abs,High,0.0,3–8,Hispanic,Male,36-50
971,Abs,High,0.0,3–8,Other,Male,36-50
972,Abs,High,0.0,3–8,White,Female,36-50
973,Abs,High,0.0,3–8,Black,Female,36-50
974,Abs,High,0.0,3–8,Hispanic,Female,36-50
975,Abs,High,0.0,3–8,Other,Female,36-50
976,Abs,High,0.0,3–8,White,Male,51+
977,Abs,High,0.0,3–8,Black,Male,51+
978,Abs,High,0.0,3–8,Hispanic,Male,51+
979,Abs,High,0.0,3–8,Other,Male,51+
980,Abs,High,0.0,3–8,White,Female,51+
981,Abs,High,0.0,3–8,Black,Female,51+
982,Abs,High,0.0,3–8,Hispanic,Female,51+
983,Abs,High,0.0,3–8,Other,Female,51+
984,Low,High,0.04982853920348839,3–8,White,Male,18-35
985,Low,High,0.04982853920348839,3–8,Black,Male,18-35
986,Low,High,0.04982853920348839,3–8,Hispanic,Male,18-35
987,Low,High,0.04982853920348839,3–8,Other,Male,18-35
988,Low,High,0.04982853920348839,3–8,White,Female,18-35
989,Low,High,0.04982853920348839,3–8,Black,Female,18-35
990,Low,High,0.04982853920348839,3–8,Hispanic,Female,18-35
991,Low,High,0.04982853920348839,3–8,Other,Female,18-35
992,Low,High,0.04982853920348839,3–8,White,Male,36-50
993,Low,High,0.04982853920348839,3–8,Black,Male,36-50
994,Low,High,0.04982853920348839,3–8,Hispanic,Male,36-50
995,Low,High,0.04982853920348839,3–8,Other,Male,36-50
996,Low,High,0.04982853920348839,3–8,White,Female,36-50
997,Low,High,0.04982853920348839,3–8,Black,Female,36-50
998,Low,High,0.04982853920348839,3–8,Hispanic,Female,36-50
999,Low,High,0.04982853920348839,3–8,Other,Female,36-50
1000,Low,High,0.04982853920348839,3–8,White,Male,51+
1001,Low,High,0.04982853920348839,3–8,Black,Male,51+
1002,Low,High,0.04982853920348839,3–8,Hispanic,Male,51+
1003,Low,High,0.04982853920348839,3–8,Other,Male,51+
1004,Low,High,0.04982853920348839,3–8,White,Female,51+
1005,Low,High,0.04982853920348839,3–8,Black,Female,51+
1006,Low,High,0.04982853920348839,3–8,Hispanic,Female,51+
1007,Low,High,0.04982853920348839,3–8,Other,Female,51+
1008,Med,High,0.21429985632262308,3–8,White,Male,18-35
1009,Med,High,0.21429985632262308,3–8,Black,Male,18-35
1010,Med,High,0.21429985632262308,3–8,Hispanic,Male,18-35
1011,Med,High,0.21429985632262308,3–8,Other,Male,18-35
1012,Med,High,0.21429985632262308,3–8,White,Female,18-35
1013,Med,High,0.21429985632262308,3–8,Black,Female,18-35
1014,Med,High,0.21429985632262308,3–8,Hispanic,Female,18-35
1015,Med,High,0.21429985632262308,3–8,Other,Female,18-35
1016,Med,High,0.21429985632262308,3–8,White,Male,36-50
1017,Med,High,0.21429985632262308,3–8,Black,Male,36-50
1018,Med,High,0.21429985632262308,3–8,Hispanic,Male,36-50
1019,Med,High,0.21429985632262308,3–8,Other,Male,36-50
1020,Med,High,0.21429985632262308,3–8,White,Female,36-50
1021,Med,High,0.21429985632262308,3–8,Black,Female,36-50
1022,Med,High,0.21429985632262308,3–8,Hispanic,Female,36-50
1023,Med,High,0.21429985632262308,3–8,Other,Female,36-50
1024,Med,High,0.21429985632262308,3–8,White,Male,51+
1025,Med,High,0.21429985632262308,3–8,Black,Male,51+
1026,Med,High,0.21429985632262308,3–8,Hispanic,Male,51+
1027,Med,High,0.21429985632262308,3–8,Other,Male,51+
1028,Med,High,0.21429985632262308,3–8,White,Female,51+
1029,Med,High,0.21429985632262308,3–8,Black,Female,51+
1030,Med,High,0.21429985632262308,3–8,Hispanic,Female,51+
1031,Med,High,0.21429985632262308,3–8,Other,Female,51+
1032,High,High,0.4524289202365771,3–8,White,Male,18-35
1033,High,High,0.4524289202365771,3–8,Black,Male,18-35
1034,High,High,0.4524289202365771,3–8,Hispanic,Male,18-35
1035,High,High,0.4524289202365771,3–8,Other,Male,18-35
1036,High,High,0.4524289202365771,3–8,White,Female,18-35
1037,High,High,0.4524289202365771,3–8,Black,Female,18-35
1038,High,High,0.4524289202365771,3–8,Hispanic,Female,18-35
1039,High,High,0.4524289202365771,3–8,Other,Female,18-35
1040,High,High,0.4524289202365771,3–8,White,Male,36-50
1041,High,High,0.4524289202365771,3–8,Black,Male,36-50
1042,High,High,0.4524289202365771,3–8,Hispanic,Male,36-50
1043,High,High,0.4524289202365771,3–8,Other,Male,36-50
1044,High,High,0.4524289202365771,3–8,White,Female,36-50
1045,High,High,0.4524289202365771,3–8,Black,Female,36-50
1046,High,High,0.4524289202365771,3–8,Hispanic,Female,36-50
1047,High,High,0.4524289202365771,3–8,Other,Female,36-50
1048,High,High,0.4524289202365771,3–8,White,Male,51+
1049,High,High,0.4524289202365771,3–8,Black,Male,51+
1050,High,High,0.4524289202365771,3–8,Hispanic,Male,51+
1051,High,High,0.4524289202365771,3–8,Other,Male,51+
1052,High,High,0.4524289202365771,3–8,White,Female,51+
1053,High,High,0.4524289202365771,3–8,Black,Female,51+
1054,High,High,0.4524289202365771,3–8,Hispanic,Female,51+
1055,High,High,0.4524289202365771,3–8,Other,Female,51+
1056,Very High,High,0.08756209507742735,3–8,White,Male,18-35
1057,Very High,High,0.08756209507742735,3–8,Black,Male,18-35
1058,Very High,High,0.08756209507742735,3–8,Hispanic,Male,18-35
1059,Very High,High,0.08756209507742735,3–8,Other,Male,18-35
1060,Very High,High,0.08756209507742735,3–8,White,Female,18-35
1061,Very High,High,0.08756209507742735,3–8,Black,Female,18-35
1062,Very High,High,0.08756209507742735,3–8,Hispanic,Female,18-35
1063,Very High,High,0.08756209507742735,3–8,Other,Female,18-35
1064,Very High,High,0.08756209507742735,3–8,White,Male,36-50
1065,Very High,High,0.08756209507742735,3–8,Black,Male,36-50
1066,Very High,High,0.08756209507742735,3–8,Hispanic,Male,36-50
1067,Very High,High,0.08756209507742735,3–8,Other,Male,36-50
1068,Very High,High,0.08756209507742735,3–8,White,Female,36-50
1069,Very High,High,0.08756209507742735,3–8,Black,Female,36-50
1070,Very High,High,0.08756209507742735,3–8,Hispanic,Female,36-50
1071,Very High,High,0.08756209507742735,3–8,Other,Female,36-50
1072,Very High,High,0.08756209507742735,3–8,White,Male,51+
1073,Very High,High,0.08756209507742735,3–8,Black,Male,51+
1074,Very High,High,0.08756209507742735,3–8,Hispanic,Male,51+
1075,Very High,High,0.08756209507742735,3–8,Other,Male,51+
1076,Very High,High,0.08756209507742735,3–8,White,Female,51+
1077,Very High,High,0.08756209507742735,3–8,Black,Female,51+
1078,Very High,High,0.08756209507742735,3–8,Hispanic,Female,51+
1079,Very High,High,0.08756209507742735,3–8,Other,Female,51+
1080,Abs,Very High,0.009999999776482584,3–8,White,Male,18-35
1081,Abs,Very High,0.009999999776482584,3–8,Black,Male,18-35
1082,Abs,Very High,0.009999999776482584,3–8,Hispanic,Male,18-35
1083,Abs,Very High,0.009999999776482584,3–8,Other,Male,18-35
1084,Abs,Very High,0.009999999776482584,3–8,White,Female,18-35
1085,Abs,Very High,0.009999999776482584,3–8,Black,Female,18-35
1086,Abs,Very High,0.009999999776482584,3–8,Hispanic,Female,18-35
1087,Abs,Very High,0.009999999776482584,3–8,Other,Female,18-35
1088,Abs,Very High,0.009999999776482584,3–8,White,Male,36-50
1089,Abs,Very High,0.009999999776482584,3–8,Black,Male,36-50
1090,Abs,Very High,0.009999999776482584,3–8,Hispanic,Male,36-50
1091,Abs,Very High,0.009999999776482584,3–8,Other,Male,36-50
1092,Abs,Very High,0.009999999776482584,3–8,White,Female,36-50
1093,Abs,Very High,0.009999999776482584,3–8,Black,Female,36-50
1094,Abs,Very High,0.009999999776482584,3–8,Hispanic,Female,36-50
1095,Abs,Very High,0.009999999776482584,3–8,Other,Female,36-50
1096,Abs,Very High,0.009999999776482584,3–8,White,Male,51+
1097,Abs,Very High,0.009999999776482584,3–8,Black,Male,51+
1098,Abs,Very High,0.009999999776482584,3–8,Hispanic,Male,51+
1099,Abs,Very High,0.009999999776482584,3–8,Other,Male,51+
1100,Abs,Very High,0.009999999776482584,3–8,White,Female,51+
1101,Abs,Very High,0.009999999776482584,3–8,Black,Female,51+
1102,Abs,Very High,0.009999999776482584,3–8,Hispanic,Female,51+
1103,Abs,Very High,0.009999999776482584,3–8,Other,Female,51+
1104,Low,Very High,0.07058693012648934,3–8,White,Male,18-35
1105,Low,Very High,0.07058693012648934,3–8,Black,Male,18-35
1106,Low,Very High,0.07058693012648934,3–8,Hispanic,Male,18-35
1107,Low,Very High,0.07058693012648934,3–8,Other,Male,18-35
1108,Low,Very High,0.07058693012648934,3–8,White,Female,18-35
1109,Low,Very High,0.07058693012648934,3–8,Black,Female,18-35
1110,Low,Very High,0.07058693012648934,3–8,Hispanic,Female,18-35
1111,Low,Very High,0.07058693012648934,3–8,Other,Female,18-35
1112,Low,Very High,0.07058693012648934,3–8,White,Male,36-50
1113,Low,Very High,0.07058693012648934,3–8,Black,Male,36-50
1114,Low,Very High,0.07058693012648934,3–8,Hispanic,Male,36-50
1115,Low,Very High,0.07058693012648934,3–8,Other,Male,36-50
1116,Low,Very High,0.07058693012648934,3–8,White,Female,36-50
1117,Low,Very High,0.07058693012648934,3–8,Black,Female,36-50
1118,Low,Very High,0.07058693012648934,3–8,Hispanic,Female,36-50
1119,Low,Very High,0.07058693012648934,3–8,Other,Female,36-50
1120,Low,Very High,0.07058693012648934,3–8,White,Male,51+
1121,Low,Very High,0.07058693012648934,3–8,Black,Male,51+
1122,Low,Very High,0.07058693012648934,3–8,Hispanic,Male,51+
1123,Low,Very High,0.07058693012648934,3–8,Other,Male,51+
1124,Low,Very High,0.07058693012648934,3–8,White,Female,51+
1125,Low,Very High,0.07058693012648934,3–8,Black,Female,51+
1126,Low,Very High,0.07058693012648934,3–8,Hispanic,Female,51+
1127,Low,Very High,0.07058693012648934,3–8,Other,Female,51+
1128,Med,Very High,0.030404352754483808,3–8,White,Male,18-35
1129,Med,Very High,0.030404352754483808,3–8,Black,Male,18-35
1130,Med,Very High,0.030404352754483808,3–8,Hispanic,Male,18-35
1131,Med,Very High,0.030404352754483808,3–8,Other,Male,18-35
1132,Med,Very High,0.030404352754483808,3–8,White,Female,18-35
1133,Med,Very High,0.030404352754483808,3–8,Black,Female,18-35
1134,Med,Very High,0.030404352754483808,3–8,Hispanic,Female,18-35
1135,Med,Very High,0.030404352754483808,3–8,Other,Female,18-35
1136,Med,Very High,0.030404352754483808,3–8,White,Male,36-50
1137,Med,Very High,0.030404352754483808,3–8,Black,Male,36-50
1138,Med,Very High,0.030404352754483808,3–8,Hispanic,Male,36-50
1139,Med,Very High,0.030404352754483808,3–8,Other,Male,36-50
1140,Med,Very High,0.030404352754483808,3–8,White,Female,36-50
1141,Med,Very High,0.030404352754483808,3–8,Black,Female,36-50
1142,Med,Very High,0.030404352754483808,3–8,Hispanic,Female,36-50
1143,Med,Very High,0.030404352754483808,3–8,Other,Female,36-50
1144,Med,Very High,0.030404352754483808,3–8,White,Male,51+
1145,Med,Very High,0.030404352754483808,3–8,Black,Male,51+
1146,Med,Very High,0.030404352754483808,3–8,Hispanic,Male,51+
1147,Med,Very High,0.030404352754483808,3–8,Other,Male,51+
1148,Med,Very High,0.030404352754483808,3–8,White,Female,51+
1149,Med,Very High,0.030404352754483808,3–8,Black,Female,51+
1150,Med,Very High,0.030404352754483808,3–8,Hispanic,Female,51+
1151,Med,Very High,0.030404352754483808,3–8,Other,Female,51+
1152,High,Very High,0.266257827722472,3–8,White,Male,18-35
1153,High,Very High,0.266257827722472,3–8,Black,Male,18-35
1154,High,Very High,0.266257827722472,3–8,Hispanic,Male,18-35
1155,High,Very High,0.266257827722472,3–8,Other,Male,18-35
1156,High,Very High,0.266257827722472,3–8,White,Female,18-35
1157,High,Very High,0.266257827722472,3–8,Black,Female,18-35
1158,High,Very High,0.266257827722472,3–8,Hispanic,Female,18-35
1159,High,Very High,0.266257827722472,3–8,Other,Female,18-35
1160,High,Very High,0.266257827722472,3–8,White,Male,36-50
1161,High,Very High,0.266257827722472,3–8,Black,Male,36-50
1162,High,Very High,0.266257827722472,3–8,Hispanic,Male,36-50
1163,High,Very High,0.266257827722472,3–8,Other,Male,36-50
1164,High,Very High,0.266257827722472,3–8,White,Female,36-50
1165,High,Very High,0.266257827722472,3–8,Black,Female,36-50
1166,High,Very High,0.266257827722472,3–8,Hispanic,Female,36-50
1167,High,Very High,0.266257827722472,3–8,Other,Female,36-50
1168,High,Very High,0.266257827722472,3–8,White,Male,51+
1169,High,Very High,0.266257827722472,3–8,Black,Male,51+
1170,High,Very High,0.266257827722472,3–8,Hispanic,Male,51+
1171,High,Very High,0.266257827722472,3–8,Other,Male,51+
1172,High,Very High,0.266257827722472,3–8,White,Female,51+
1173,High,Very High,0.266257827722472,3–8,Black,Female,51+
1174,High,Very High,0.266257827722472,3–8,Hispanic,Female,51+
1175,High,Very High,0.266257827722472,3–8,Other,Female,51+
1176,Very High,Very High,0.6288846102133451,3–8,White,Male,18-35
1177,Very High,Very High,0.6288846102133451,3–8,Black,Male,18-35
1178,Very High,Very High,0.6288846102133451,3–8,Hispanic,Male,18-35
1179,Very High,Very High,0.6288846102133451,3–8,Other,Male,18-35
1180,Very High,Very High,0.6288846102133451,3–8,White,Female,18-35
1181,Very High,Very High,0.6288846102133451,3–8,Black,Female,18-35
1182,Very High,Very High,0.6288846102133451,3–8,Hispanic,Female,18-35
1183,Very High,Very High,0.6288846102133451,3–8,Other,Female,18-35
1184,Very High,Very High,0.6288846102133451,3–8,White,Male,36-50
1185,Very High,Very High,0.6288846102133451,3–8,Black,Male,36-50
1186,Very High,Very High,0.6288846102133451,3–8,Hispanic,Male,36-50
1187,Very High,Very High,0.6288846102133451,3–8,Other,Male,36-50
1188,Very High,Very High,0.6288846102133451,3–8,White,Female,36-50
1189,Very High,Very High,0.6288846102133451,3–8,Black,Female,36-50
1190,Very High,Very High,0.6288846102133451,3–8,Hispanic,Female,36-50
1191,Very High,Very High,0.6288846102133451,3–8,Other,Female,36-50
1192,Very High,Very High,0.6288846102133451,3–8,White,Male,51+
1193,Very High,Very High,0.6288846102133451,3–8,Black,Male,51+
1194,Very High,Very High,0.6288846102133451,3–8,Hispanic,Male,51+
1195,Very High,Very High,0.6288846102133451,3–8,Other,Male,51+
1196,Very High,Very High,0.6288846102133451,3–8,White,Female,51+
1197,Very High,Very High,0.6288846102133451,3–8,Black,Female,51+
1198,Very High,Very High,0.6288846102133451,3–8,Hispanic,Female,51+
1199,Very High,Very High,0.6288846102133451,3–8,Other,Female,51+
1200,Abs,Abs,0.942931914025947,8+,White,Male,18-35
1201,Abs,Abs,0.942931914025947,8+,Black,Male,18-35
1202,Abs,Abs,0.942931914025947,8+,Hispanic,Male,18-35
1203,Abs,Abs,0.942931914025947,8+,Other,Male,18-35
1204,Abs,Abs,0.942931914025947,8+,White,Female,18-35
1205,Abs,Abs,0.942931914025947,8+,Black,Female,18-35
1206,Abs,Abs,0.942931914025947,8+,Hispanic,Female,18-35
1207,Abs,Abs,0.942931914025947,8+,Other,Female,18-35
1208,Abs,Abs,0.942931914025947,8+,White,Male,36-50
1209,Abs,Abs,0.942931914025947,8+,Black,Male,36-50
1210,Abs,Abs,0.942931914025947,8+,Hispanic,Male,36-50
1211,Abs,Abs,0.942931914025947,8+,Other,Male,36-50
1212,Abs,Abs,0.942931914025947,8+,White,Female,36-50
1213,Abs,Abs,0.942931914025947,8+,Black,Female,36-50
1214,Abs,Abs,0.942931914025947,8+,Hispanic,Female,36-50
1215,Abs,Abs,0.942931914025947,8+,Other,Female,36-50
1216,Abs,Abs,0.942931914025947,8+,White,Male,51+
1217,Abs,Abs,0.942931914025947,8+,Black,Male,51+
1218,Abs,Abs,0.942931914025947,8+,Hispanic,Male,51+
1219,Abs,Abs,0.942931914025947,8+,Other,Male,51+
1220,Abs,Abs,0.942931914025947,8+,White,Female,51+
1221,Abs,Abs,0.942931914025947,8+,Black,Female,51+
1222,Abs,Abs,0.942931914025947,8+,Hispanic,Female,51+
1223,Abs,Abs,0.942931914025947,8+,Other,Female,51+
1224,Low,Abs,0.042653903389488664,8+,White,Male,18-35
1225,Low,Abs,0.042653903389488664,8+,Black,Male,18-35
1226,Low,Abs,0.042653903389488664,8+,Hispanic,Male,18-35
1227,Low,Abs,0.042653903389488664,8+,Other,Male,18-35
1228,Low,Abs,0.042653903389488664,8+,White,Female,18-35
1229,Low,Abs,0.042653903389488664,8+,Black,Female,18-35
1230,Low,Abs,0.042653903389488664,8+,Hispanic,Female,18-35
1231,Low,Abs,0.042653903389488664,8+,Other,Female,18-35
1232,Low,Abs,0.042653903389488664,8+,White,Male,36-50
1233,Low,Abs,0.042653903389488664,8+,Black,Male,36-50
1234,Low,Abs,0.042653903389488664,8+,Hispanic,Male,36-50
1235,Low,Abs,0.042653903389488664,8+,Other,Male,36-50
1236,Low,Abs,0.042653903389488664,8+,White,Female,36-50
1237,Low,Abs,0.042653903389488664,8+,Black,Female,36-50
1238,Low,Abs,0.042653903389488664,8+,Hispanic,Female,36-50
1239,Low,Abs,0.042653903389488664,8+,Other,Female,36-50
1240,Low,Abs,0.042653903389488664,8+,White,Male,51+
1241,Low,Abs,0.042653903389488664,8+,Black,Male,51+
1242,Low,Abs,0.042653903389488664,8+,Hispanic,Male,51+
1243,Low,Abs,0.042653903389488664,8+,Other,Male,51+
1244,Low,Abs,0.042653903389488664,8+,White,Female,51+
1245,Low,Abs,0.042653903389488664,8+,Black,Female,51+
1246,Low,Abs,0.042653903389488664,8+,Hispanic,Female,51+
1247,Low,Abs,0.042653903389488664,8+,Other,Female,51+
1248,Med,Abs,0.01014784984978987,8+,White,Male,18-35
1249,Med,Abs,0.01014784984978987,8+,Black,Male,18-35
1250,Med,Abs,0.01014784984978987,8+,Hispanic,Male,18-35
1251,Med,Abs,0.01014784984978987,8+,Other,Male,18-35
1252,Med,Abs,0.01014784984978987,8+,White,Female,18-35
1253,Med,Abs,0.01014784984978987,8+,Black,Female,18-35
1254,Med,Abs,0.01014784984978987,8+,Hispanic,Female,18-35
1255,Med,Abs,0.01014784984978987,8+,Other,Female,18-35
1256,Med,Abs,0.01014784984978987,8+,White,Male,36-50
1257,Med,Abs,0.01014784984978987,8+,Black,Male,36-50
1258,Med,Abs,0.01014784984978987,8+,Hispanic,Male,36-50
1259,Med,Abs,0.01014784984978987,8+,Other,Male,36-50
1260,Med,Abs,0.01014784984978987,8+,White,Female,36-50
1261,Med,Abs,0.01014784984978987,8+,Black,Female,36-50
1262,Med,Abs,0.01014784984978987,8+,Hispanic,Female,36-50
1263,Med,Abs,0.01014784984978987,8+,Other,Female,36-50
1264,Med,Abs,0.01014784984978987,8+,White,Male,51+
1265,Med,Abs,0.01014784984978987,8+,Black,Male,51+
1266,Med,Abs,0.01014784984978987,8+,Hispanic,Male,51+
1267,Med,Abs,0.01014784984978987,8+,Other,Male,51+
1268,Med,Abs,0.01014784984978987,8+,White,Female,51+
1269,Med,Abs,0.01014784984978987,8+,Black,Female,51+
1270,Med,Abs,0.01014784984978987,8+,Hispanic,Female,51+
1271,Med,Abs,0.01014784984978987,8+,Other,Female,51+
1272,High,Abs,0.03134990716189523,8+,White,Male,18-35
1273,High,Abs,0.03134990716189523,8+,Black,Male,18-35
1274,High,Abs,0.03134990716189523,8+,Hispanic,Male,18-35
1275,High,Abs,0.03134990716189523,8+,Other,Male,18-35
1276,High,Abs,0.03134990716189523,8+,White,Female,18-35
1277,High,Abs,0.03134990716189523,8+,Black,Female,18-35
1278,High,Abs,0.03134990716189523,8+,Hispanic,Female,18-35
1279,High,Abs,0.03134990716189523,8+,Other,Female,18-35
1280,High,Abs,0.03134990716189523,8+,White,Male,36-50
1281,High,Abs,0.03134990716189523,8+,Black,Male,36-50
1282,High,Abs,0.03134990716189523,8+,Hispanic,Male,36-50
1283,High,Abs,0.03134990716189523,8+,Other,Male,36-50
1284,High,Abs,0.03134990716189523,8+,White,Female,36-50
1285,High,Abs,0.03134990716189523,8+,Black,Female,36-50
1286,High,Abs,0.03134990716189523,8+,Hispanic,Female,36-50
1287,High,Abs,0.03134990716189523,8+,Other,Female,36-50
1288,High,Abs,0.03134990716189523,8+,White,Male,51+
1289,High,Abs,0.03134990716189523,8+,Black,Male,51+
1290,High,Abs,0.03134990716189523,8+,Hispanic,Male,51+
1291,High,Abs,0.03134990716189523,8+,Other,Male,51+
1292,High,Abs,0.03134990716189523,8+,White,Female,51+
1293,High,Abs,0.03134990716189523,8+,Black,Female,51+
1294,High,Abs,0.03134990716189523,8+,Hispanic,Female,51+
1295,High,Abs,0.03134990716189523,8+,Other,Female,51+
1296,Very High,Abs,0.20341297574310568,8+,White,Male,18-35
1297,Very High,Abs,0.20341297574310568,8+,Black,Male,18-35
1298,Very High,Abs,0.20341297574310568,8+,Hispanic,Male,18-35
1299,Very High,Abs,0.20341297574310568,8+,Other,Male,18-35
1300,Very High,Abs,0.20341297574310568,8+,White,Female,18-35
1301,Very High,Abs,0.20341297574310568,8+,Black,Female,18-35
1302,Very High,Abs,0.20341297574310568,8+,Hispanic,Female,18-35
1303,Very High,Abs,0.20341297574310568,8+,Other,Female,18-35
1304,Very High,Abs,0.20341297574310568,8+,White,Male,36-50
1305,Very High,Abs,0.20341297574310568,8+,Black,Male,36-50
1306,Very High,Abs,0.20341297574310568,8+,Hispanic,Male,36-50
1307,Very High,Abs,0.20341297574310568,8+,Other,Male,36-50
1308,Very High,Abs,0.20341297574310568,8+,White,Female,36-50
1309,Very High,Abs,0.20341297574310568,8+,Black,Female,36-50
1310,Very High,Abs,0.20341297574310568,8+,Hispanic,Female,36-50
1311,Very High,Abs,0.20341297574310568,8+,Other,Female,36-50
1312,Very High,Abs,0.20341297574310568,8+,White,Male,51+
1313,Very High,Abs,0.20341297574310568,8+,Black,Male,51+
1314,Very High,Abs,0.20341297574310568,8+,Hispanic,Male,51+
1315,Very High,Abs,0.20341297574310568,8+,Other,Male,51+
1316,Very High,Abs,0.20341297574310568,8+,White,Female,51+
1317,Very High,Abs,0.20341297574310568,8+,Black,Female,51+
1318,Very High,Abs,0.20341297574310568,8+,Hispanic,Female,51+
1319,Very High,Abs,0.20341297574310568,8+,Other,Female,51+
1320,Abs,Low,0.057068086049384945,8+,White,Male,18-35
1321,Abs,Low,0.057068086049384945,8+,Black,Male,18-35
